"ScanID","PFT","PFT_2","PFT_3","PFT_4","area","PFT2_Freq","PFT3_Freq","PFT4_Freq","Boochs","Boochs2","CAI","CARI","Carter","Carter2","Carter3","Carter4","Carter5","Carter6","CI","CI2","ClAInt","CRI1","CRI2","CRI3","CRI4","D1","D2","Datt","Datt2","Datt3","Datt4","Datt5","Datt6","Datt7","Datt8","DD","DDn","DPI","DWSI1","DWSI2","DWSI3","DWSI4","DWSI5","EGFN","EGFR","EVI","GDVI2","GDVI3","GDVI4","GI","Gitelson","Gitelson2","GMI1","GMI2","GreenNDVI","LWVI1","LWVI2","Maccioni","MCARI","MCARIOSAVI","MCARI2","MCARI2OSAVI2","mND705","mNDVI","MPRI","MSAVI","MSI","mSR","mSR2","mSR705","MTCI","MTVI","NDLI","NDNI","NDVI","NDVI2","NDVI3","NDWI","NPCI","OSAVI","OSAVI2","PARS","PRI","PRICI2","PRInorm","PSND","PSRI","PSSR","PWI","RDVI","REPLE","REPLi","SAVI","SIPI","SPVI","SR","SR1","SR2","SR3","SR4","SR5","SR6","SR7","SR8","SRPI","SRWI","SumDr1","SumDr2","SWIRFI","SWIRLI","SWIRSI","SWIRVI","TCARI","TCARIOSAVI","TCARI2","TCARI2OSAVI2","TGI","TVI","Vogelmann","Vogelmann2","Vogelmann3","Vogelmann4"
"salsic_AK2018_07","dead salix","Dead Salix","Abiotic_Litter","Abiotic","AK2018",8,13,58,0.0231366348820913,0.012014456238129,-0.00669322352356871,0.690139592470992,4.78673066705342,0.6360343305143,0.421311504561994,0.806852820361289,1.39270542828846,0.132474921706649,1.08384932585431,0.418781639360449,6.38721844335644,3.09258419625956,7.1992385778403,7.48114663940853,9.20029702260111,0.403596433984745,1.89186764104766,0.449394464769763,1.33949897596534,0.171225423510708,4.34464207771841,1.4161930471686,10.3385914151267,0.719437353324344,0.444945636304807,-0.0655641330835583,-0.541303951223483,0.492976210535582,1.20679110573244,2.70910377974382,1.84761076633548,0.682000734025108,1.02249963657822,0.673612329786218,5.12768245408906,-3.04774987492606,0.665074316717191,0.834502809240629,0.922226056530446,0.721540245983214,3.44194415403031,-2.64165084493074,3.05551826885786,1.39322858321499,0.531541580147909,0.00307119795864796,0.0168852446763722,0.397761660710835,0.109072256903549,0.30005158148485,0.0466790297450573,0.39000334405963,0.150514099498541,0.467473940214151,-0.446245846388981,0.315872727031234,0.818141105579432,2.75568474677893,0.627703449266947,1.35436515052149,0.591871073617477,0.265582060141633,0.021039820085951,0.0337374462077233,0.3807436490354,0.126144713351494,0.188067986102794,0.0126600652734273,0.541151310001745,0.363511688103056,0.11968879358614,4.36430053420512,-0.143940902365473,-0.0602798070636352,0.300249798521672,0.740130041819921,0.271547378876891,2.23475336140925,1.00400382925943,0.310626386984347,687.817943566617,705.992304304926,0.327534067440005,1.56957833793034,0.268984028087199,2.22968023966916,1.39322858321499,1.74162966344302,3.05551826885786,1.54334546821717,0.648253980614328,1.21706141713368,0.245322181647104,0.7093758960649,0.297731109865997,1.02348605626276,0.258016357269317,0.23151309906021,12.4672706232025,0.0578030734689089,0.293813921921381,0.65838300460971,0.160489599229067,0.441497768796826,0.0614946851537246,0.513788161040047,1.79987416345759,10.760854237248,1.09214703478095,-0.021111517596421,0.681742664742843,-0.0214922881487823
"salsic_AK2018_06","dead salix","Dead Salix","Abiotic_Litter","Abiotic","AK2018",8,13,58,0.0175060234919134,0.0111709927503331,-0.00199435659514047,0.757455616182218,6.54107007721141,0.711379536944704,0.401714018342638,0.824976335543789,1.25816630053469,0.117602247984724,1.03109621283654,0.326211655834231,7.78273863242023,4.27462101238937,9.93126844352978,8.74884902708493,11.4290858279807,0.527278056832418,1.5657574072449,0.533391511104429,1.32109637683143,0.274875848280314,5.9425209386465,2.24987592166771,11.4300068168612,0.800140909839167,0.49503691353303,-0.0446763799514113,-0.678812655221857,0.710037874878838,1.2878560223511,3.24972150564816,1.38273657623682,0.425493868884937,0.925935127667836,0.519739881804947,3.16440991918409,-1.12750467546788,0.520513191097176,0.699113855796869,0.819103428542515,0.452976229322758,2.84659138560311,-2.47266724393728,3.88352729321277,1.30007113487701,0.614284838503866,0.00124016325896597,0.020742509983719,0.471521690757137,0.0548600041455597,0.189286032494989,0.0246428170994636,0.238682576427232,0.120678221866657,0.322147579391878,-0.46423028768274,0.266304383723498,0.769165871108897,1.95049473778635,0.569279261537463,1.27448022980356,0.770885250855264,0.101942904585132,0.0257235358699355,0.0335334220884817,0.280773618402762,0.106251432229523,0.397504352858458,0.0233669286593146,0.686526860330713,0.289825949767381,0.103245144527659,5.9186026077495,-0.200662281415486,-0.0654583750840202,0.571743814106626,0.803936499763712,0.450712756953988,2.10744885342701,1.01096139994674,0.26317245477754,690.026946243772,708.922484033518,0.273291382510396,2.05208367836833,0.133822133535636,1.78076562703172,1.30007113487701,1.47740616763858,3.88352729321277,1.33359463497498,0.762211002631408,1.18826357468423,0.158121811562698,0.665466590684972,0.185869046644071,1.04547510010487,0.272567892676667,0.205611286871998,12.9652250322194,0.109983324066666,0.479765566760598,0.420251109172735,0.0766351651119452,0.264417886574524,0.0113501727422936,0.109934203629817,-1.54567779538374,5.76464376118562,1.08426183486355,-0.0215565841913183,0.769462036760905,-0.0218862147044631
"salsic_AK2018_03","dead salix","Dead Salix","Abiotic_Litter","Abiotic","AK2018",8,13,58,0.0392920360283521,0.025555635128664,-0.0137314667510243,0.628993392219822,5.114083546778,0.415406667503856,0.264858878208817,0.668864908199994,1.62656167243561,0.10919623738943,1.12825370095942,0.985094723886233,4.95443668937705,6.33082435886019,11.0887037139522,11.306138413262,13.4791305491813,0.451583759409496,1.57677899039858,0.493185525756114,1.58588916891481,0.106849823779365,3.64169982119234,1.05017051405581,15.2221453339513,0.716072502217063,0.474585546608598,-0.0395704513662671,-0.536784940315894,0.474794852207083,1.39761588490407,3.0697443928959,2.79152607809824,0.909367595738093,1.26884233063885,0.667709348714281,5.01882716911078,1.89626556640539,0.876707261329557,0.966880076201749,0.991405085865359,0.963508323752105,4.399945345714,-3.48490466760053,4.05896976470879,1.95016237022449,0.621951287075268,0.0034090130608298,0.0274580712020634,0.467198169097053,0.174442096614146,0.316589365356079,0.183046997004771,0.77605180677032,0.277505773878698,0.675026816064716,-0.511447588560663,0.487407319066456,0.699195080413052,5.15435395555064,1.05105640975758,1.76818821201792,0.875821547522789,0.499300506760715,0.0321299862411423,0.0804728395808392,0.591960078489786,0.249182331317436,0.0498676865025307,0.0288612245284807,0.526929013438574,0.551004284107728,0.235869558459704,7.09100132039398,-0.121830633670346,-0.120014714436375,0.133579162300488,0.84372350941172,0.152220108041935,3.65920156420136,1.01514337578607,0.462383098482789,697.027219596213,712.106590192655,0.488966052174575,1.24071131412958,0.489820309051334,3.90148118987406,1.95016237022449,2.89181658445989,4.05896976470879,1.97249466195821,0.507947411035854,1.46876097795516,0.232569930645972,0.591260391111436,0.309818585145679,1.05774623732683,0.370420105569612,0.342380337989793,18.3237967472128,-0.183233982866861,-0.26821013211613,1.46144411498299,0.196412990622254,0.356463636104602,0.197030545544369,0.835336899051473,3.73710023626859,19.4390639964628,1.18702583459381,-0.0342935610684978,0.789490456103212,-0.0356543496778167
"salsic_AK2018_08","dead salix","Dead Salix","Abiotic_Litter","Abiotic","AK2018",8,13,58,0.0517839274466829,0.0507118272264692,-0.0127292733290903,0.477956909380127,1.87363428755903,0.154987555164685,0.121171164753947,0.44674913543005,2.10611401359267,0.107633373801196,1.13602486297289,3.29018864309256,3.06406775996253,9.19566421345629,9.86227681134876,13.8508948734242,14.1834957750816,0.622259205011496,1.1181418265924,0.603137238295526,2.23997856544517,0.0688714021236677,1.71871501205076,0.342467197518116,23.1517367676668,0.795325827086701,0.56147873827578,0.0695740801873718,-0.626657232472036,0.389526018987656,1.77248541059524,2.61925610268719,6.89057668033975,2.63073804553532,1.88125472742838,0.634386998677952,4.47026498720791,1.14969833428286,0.986681608015026,0.998902822321438,0.999910121147008,2.72456651621276,8.62418601487836,-7.45862934559629,4.55907979790534,4.23196690322874,0.645553042906984,0.00302645789001656,0.0422959725849461,0.604160817669215,0.246050964530403,0.318934470193058,0.73216600191989,1.58867092902937,0.557966376404604,0.985802823396549,-0.567195953134458,0.729114117249089,0.547200733992373,139.873080321746,2.45017916511752,3.52454268915671,1.67711458905362,0.777649846204067,0.037701062566035,0.113803329386499,0.848639037563686,0.494072332175494,-0.440573543093079,0.0631984503532899,-0.00229506294401101,0.771478117061045,0.460866998030375,9.63843271921591,0.0153480078084592,0.0504978409854883,-0.00766273797456384,0.865567524550852,0.00537198873027094,10.2664755460861,1.03933697367245,0.63235269660092,708.508187669294,717.244210948729,0.670299588679185,1.00720081960941,0.62281149322559,12.21344663649,4.23196690322874,9.21550332443274,4.55907979790534,3.16744192874656,0.330775952407221,2.2080156790156,0.712624289175312,0.50257308280683,1.00460068474911,1.13785507882196,0.477272202780313,0.458175931810415,37.8697742833014,-0.269597375970069,-0.293962439829195,1.57355981579926,0.222224512405727,0.288050312110335,0.294866307171237,0.639807815338088,6.72983880032615,30.0871067847559,1.41161681638126,-0.0654130968862499,1.02115294486905,-0.0714339644276269
"salsic_AK2018_02","dead salix","Dead Salix","Abiotic_Litter","Abiotic","AK2018",8,13,58,0.0200133666854695,0.0117038838440515,-0.012149183615002,0.650664420691161,8.1188285480489,0.645980872379504,0.351304890525041,0.80014830177315,1.38593953220006,0.0904998500671879,1.06590437179895,0.41310360730861,5.98309076946432,6.88875879426136,14.3847775324988,13.4689200297652,16.501032584503,0.47482312487553,1.67040744579791,0.488165908015994,1.37097796744723,0.210052761179006,6.56888703814841,2.05079706629864,15.4964814760006,0.694650239341259,0.441780042447775,-0.0565683085051229,-0.526416465581542,0.546890945145166,1.24902760374204,3.7230202791422,1.73306912226203,0.465500854768735,0.962343764467307,0.652905532141544,4.76212007163305,13.9830531611929,0.648241231681221,0.820514120067792,0.912876512737428,0.499398196399585,3.5537233249548,-2.62754033254734,4.30637703552487,1.38498006828344,0.646027416003292,-0.00038868531528615,0.0204754207153655,0.427033210590588,0.0878738797290073,0.246456538703773,0.0362708355421233,0.30279254784006,0.139412026339137,0.408361759253847,-0.499738880085404,0.306880950785115,0.785229975879633,2.38044409955258,0.630744435117783,1.3239925042087,0.657060559909727,0.191171315210112,0.0241032626652228,0.0425450496781878,0.368018814481739,0.127158221214263,0.360499883028746,0.021049634805255,0.713436067008924,0.356549191963728,0.119787741808237,7.13548173385059,-0.208559419590143,-0.0861566485708779,0.454138542757956,0.851904961085513,0.373055492938229,2.44975957652894,1.00524927667203,0.302475935447953,689.08970790069,706.758375387795,0.319342847937357,1.72440455960811,0.209728522664436,2.16465117289827,1.38498006828344,1.69182131341887,4.30637703552487,1.51827562228059,0.665943798606534,1.22489547560186,0.131209228672199,0.615979125067243,0.167245185571072,1.03911994793063,0.258259386007102,0.217579792307697,15.5969443044812,0.0594588784198214,0.112157288926542,0.838383832653637,0.114270483873616,0.32049009351069,0.0319508685360065,0.266729032985322,-0.151537948736527,8.46972725639952,1.09842830102353,-0.0231613976528719,0.733524860832947,-0.0235954251434272
"salsic_AK2018_04","dead salix","Dead Salix","Abiotic_Litter","Abiotic","AK2018",8,13,58,0.0582102330584544,0.0344280922220466,-0.0133642959366866,0.861700315831951,2.93317011345215,0.264347235193435,0.208776862760375,0.614630249144484,2.67117628237244,0.138729043116688,1.30048724990987,1.59806219504324,3.94131615638464,7.84918129465471,9.60303236116368,11.6116815823705,12.4500784020251,0.374666758735213,1.75688857761675,0.440652686832876,1.65134666119943,0.0405808368402868,1.22354879180559,0.334487728117309,12.7341930107656,0.745701306241595,0.517481593381914,-0.0534433486836736,-0.475759121691714,0.340200733173811,1.61494774618847,2.15052094858328,5.883493278677,2.73584560176125,1.77778626584607,0.580922751507049,3.7723898331208,1.19348499647737,0.978089191796837,0.997671143187983,0.999754641127112,2.93547231511049,5.45444488604711,-4.8133054799724,3.40219714729178,2.57440828643965,0.552870689016898,0.00649615860970515,0.037084315702822,0.434892397186684,0.495026850499373,0.676391464720884,0.321642305396981,1.0482854213623,0.363649582088674,0.948526414715804,-0.55736082547042,0.674220308880589,0.594927391853085,37.8548804004541,1.37652341628664,2.14292242718177,0.82740464938482,0.768799677754499,0.0391438504312043,0.121370587370905,0.8095516369338,0.323858752122936,-0.453759297360718,0.0467007054881976,0.0861583084457748,0.731864425142692,0.306827032831374,7.66981920430456,-0.0636265588752501,-0.10167919833923,0.0273721635889193,0.854547461965568,0.0147218431187567,5.90799435203182,1.03151291258489,0.597655712575545,696.091558295939,711.578978549617,0.633658808789932,1.02713344851847,0.567738581405471,9.50153421011446,2.57440828643965,5.74516245872003,3.40219714729178,3.88936081137079,0.25739689029415,1.61218156541339,0.480099187470371,0.478718701294489,0.841352208465703,1.0991240196758,0.472323812243031,0.4293088588817,28.5703547268194,-0.376747130729116,-0.631188694403065,2.01793582513218,0.304498927259585,0.416059200035877,0.301275069158048,0.981905232983894,9.17769744799652,29.1543743999023,1.22153677356901,-0.0334840874609145,0.749722029823885,-0.0351839764069543
"spbark_AK2018_03","spruce bark","Pices (bark)","Abiotic_Litter","Abiotic","AK2018",5,13,58,0.00198221848994776,0.00177244299573384,0.0417562342811289,0.296007613865861,1.47874210429407,0.86530811779356,0.740738048895943,0.902253378726565,1.0628741422415,0.110404934995946,1.0037475764441,0.136963139771289,3.70718353788526,0.456557716763692,2.66398987410166,7.9824812545259,8.35576002129193,0.906453415855225,1.06867545816598,0.787492077244643,1.30394300501031,0.74961639727391,8.23160018564311,1.22710062801884,12.0544571789722,1.32858871232965,1.64873628364516,-0.00147477602900078,-0.299354576448604,0.628337028718472,0.465216868354275,3.48443131494743,2.79841072425497,0.803118348825075,0.554175515799405,0.194189646357114,1.48197356978407,-0.279036686565958,0.257846407741172,0.376263793271947,0.483544472453727,0.815014271382453,6.85013397443611,-2.24295201475348,1.47709241217084,1.11710814680095,0.236937191982808,0.0929646890367601,-0.0584946405201751,0.646849130512792,0.00404251296433581,0.0376839869398413,0.00500614024184405,0.134832960142163,0.133682035096211,0.35123176470911,-0.397326897537201,0.0679757488843917,1.96139330169477,2.0827649863333,0.41212058290571,1.3086211772396,1.27441540311086,0.0245703809041414,0.00968180774745954,0.070656169800299,0.131140399925308,0.0484699061002868,0.108489427157147,-0.26678639313303,0.167488421888232,0.107274025192432,0.0371284605527146,1.54863827887243,-0.0398589241279176,-0.00545920339646517,0.471617390123869,0.277127314533693,0.211281136034558,1.38476769957607,0.892200694838265,0.0782295951978301,690.836260219476,722.120206955022,0.0807825405902809,1.92356144927296,0.0300996219110816,1.30186787350692,1.11710814680095,1.15887318489978,1.47709241217084,1.08035050294105,0.932615963047357,1.08898103601555,0.6981707844211,0.952012636788004,0.713079087127313,0.569678090031102,0.0504326818592159,0.034872834181587,7.26854182003278,0.0595228364226044,-0.989261288806555,1.93973845238395,0.0095103521618698,0.0886547525816227,0.0104100940419277,0.280380438266423,-0.339236073838518,0.688377819770924,1.04316483647284,-0.013666962870245,0.957833957093057,-0.0137594298913686
"spbark_AK2018_02","spruce bark","Pices (bark)","Abiotic_Litter","Abiotic","AK2018",5,13,58,0.00245541950698428,0.0019944465747192,0.027471298226902,0.251466173784712,1.63132494218832,0.817764058238713,0.674285529183284,0.873438502848375,1.11772071207408,0.085210463853272,1.02139464840612,0.188026757521707,2.98073586444005,0.835896412491843,4.28901414634105,10.8486698943659,11.3556114979656,0.851389994212482,1.14426059258699,0.72833451518231,1.39714079754575,0.725960622585315,9.89328658701627,1.23202351330158,16.7991302874688,2.04063030831992,3.0214654017833,-0.0059481415496037,-0.245696827502157,0.605678400037129,0.518766363726905,3.56500105509588,2.84632585469005,0.798408138090579,0.591469973594667,0.417037727010411,2.43075374285107,-4.42493375639767,0.371125133588499,0.525994244491308,0.652393578281877,0.815727573595347,8.28253015232998,-2.33999999228134,1.64368585010521,1.16004482636935,0.298098494010283,0.0890889772370934,-0.0492288041249282,0.573478762038334,0.00999406059828488,0.0691499863073786,0.00658426420975454,0.143326348035214,0.142266495397941,0.428105769074038,-0.425579381285335,0.0856323288078172,1.75723175698485,2.49715015792653,0.451754978369587,1.33172656689899,0.928445695721841,0.0450234809110323,0.0110631187452159,0.050711847134214,0.192434113423916,0.0636631074408668,0.11196405612196,-0.2528745696451,0.194679481944903,0.144527296850939,0.0459389658636726,1.75825961916878,-0.0495410003244545,-0.00931503365538902,0.419107309244665,0.359484097367227,0.213636179847586,1.54128674507309,0.893689382162379,0.102744948512647,679.10627763509,717.312319370438,0.103558302762863,1.66793567412433,0.0494111814346918,1.47657811361943,1.16004482636935,1.24200116055899,1.64368585010521,1.15047995871263,0.872552912839444,1.11793413412498,0.640868465419014,0.933508852004745,0.674089184777878,0.585549337753214,0.0556908032787193,0.0437964160828831,12.6593530174017,-0.0413585728805501,-0.671436877541907,1.72279545042246,0.0228530523851285,0.158122741399491,0.012913165497168,0.281093952691248,-0.0508633064474788,1.3175652515039,1.05621519814105,-0.017842365203573,0.917369999767854,-0.0180002279076905
"spbark_AK2018_04","spruce bark","Pices (bark)","Abiotic_Litter","Abiotic","AK2018",5,13,58,0.00143371858288628,0.00188597598249443,0.0426655408039421,0.294544941195888,1.65549548880311,0.873988482716391,0.71972728387212,0.901593448538833,1.05671450152838,0.104363212604227,0.998216999787251,0.130777967209422,3.70231251534757,0.510164164454064,3.27648506164648,8.47348761278828,8.94078002138331,1.25698662909468,0.744956063769193,0.823398603795087,1.29101434811363,1.05788025719448,8.86493380314894,1.32085467324842,12.6015103064396,1.68564006030911,3.14407990473705,0.000319126960944494,-0.301036954261442,0.758375188954948,0.509309822367859,3.35279835941751,2.49494417246744,0.744137852925009,0.576500603956614,-0.0600145342146372,0.886766582386341,-0.295706775772829,0.235087282379952,0.344642593673195,0.445550743834563,0.755825351806177,6.81559954245773,-2.22610295025102,1.56092638874874,1.11028360629495,0.261342038577983,0.0973708396082455,-0.0534710483639325,0.702660935286407,0.00110045878665142,0.0110032085595941,0.00330494568139006,0.0912154718804378,0.1123499026279,0.274437886455291,-0.401309192806849,0.0634030908029236,1.77348140361933,1.75648350797848,0.409113784570566,1.25314006715149,1.68901219302352,0.00776818463188255,0.0122838077190022,0.0759704804967286,0.119214173676024,0.0472992924558522,0.145645169008373,-0.252452679052342,0.228367759494265,0.100012535497374,0.0362322927597423,1.6441784143619,-0.0482890190693579,-0.00631513975242762,0.618787460964005,0.313575833957766,0.269706813017336,1.39341964359997,0.906643552001628,0.0729847725250436,727.58053793213,723.251886675617,0.0754030360975159,2.321905883543,0.0150947661006733,1.27069957329712,1.11028360629495,1.1410744615134,1.56092638874874,1.06923857869964,0.945747909239752,1.08904504227027,0.625755673094208,0.94944907970286,0.628176891278411,0.588224180977307,0.0518829802172442,0.0314056199479813,10.8336527091212,0.0495318920406608,-0.935811681148883,1.89627978910822,0.00132786850984903,0.0132770207579018,0.00553161876157015,0.152670955665172,-0.531496264024992,0.226602833840893,1.04500040978795,-0.0130145379754241,1.2823017532987,-0.0131088020613924
"spbark_AK2018_05","spruce bark","Pices (bark)","Abiotic_Litter","Abiotic","AK2018",5,13,58,0.000776604967334371,0.000906136793328187,0.0340138857070292,0.192604186792056,1.12806418376419,0.90099349679817,0.826927948238003,0.924079110501804,1.03523440932723,0.0823861328433493,1.00047407003091,0.0995147936285323,2.49178322700655,0.0565994308006488,1.72619961583666,10.9017080680163,11.0795429256695,1.09233496939102,0.844570804110342,0.833330154198566,1.23597558446959,0.952265548207322,11.4924806710027,1.11192011376017,15.2550143869718,1.19836126605497,1.26992788865303,0.000536106136427086,-0.196948168186878,0.668339946853119,0.394930096095748,3.42061160292985,3.04735479817156,0.890880097454331,0.517466919796658,0.0191593243540813,1.03906714888524,-0.890397704815677,0.183137771403758,0.27090584091934,0.354389515733245,0.897304962449905,10.4683648521314,-2.17457260693671,1.25719578054549,1.08426610894091,0.149262878265179,0.101616925329964,-0.0820524429251267,0.704982570152453,0.00155238109112675,0.0244124257831187,0.0032506856572776,0.138902346211841,0.221848283394856,0.514013245885752,-0.414815431065908,0.0334410485335304,2.31870825658733,3.11533850062471,0.381239164132943,1.57019287797171,1.68144790712673,0.014550828939117,0.00275363496673758,0.0546531708496808,0.0923498301309331,0.0363233431581423,0.0579302391858389,-0.297364444047972,0.0481345999643085,0.0635897925473769,0.0234026691840033,1.25983249672942,-0.0183838813210077,-0.00182946815575151,0.398354866806653,0.146355930498227,0.106619182860326,1.24995340972331,0.888914624429158,0.0441622421700941,705.09207573021,725.544462376633,0.0424426938800648,1.47273757826687,0.0168926447553168,1.20349212327973,1.08426610894091,1.10758986450504,1.25719578054549,1.0449992177841,0.962298942243767,1.06715045367079,0.893955615140656,0.995358634500697,0.908151872925581,0.534297151470083,0.0223380035151546,0.0155446115298516,11.3313533442604,-0.189704513599972,-0.697566147919361,1.89727066151933,0.00410183215643019,0.0645045689270674,0.00811001865936675,0.34654246469075,-0.304287216326148,0.368733699214663,1.03313660300319,-0.0100794280010431,1.1757574854469,-0.010133130503897
